id,userName,userImage,date,score,scoreText,url,title,text,Source,application,is_positive
454,Yetik Suwanti,https://lh3.googleusercontent.com/-WnA8vnlTimQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckoTj8NkVmCfe54DUHdLNSevFShMQ/photo.jpg,5/31/2020 7:39,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGpzQK7DzwE0PvrZbfmp25jgN0diNJjrkrscvnNKbd3Qg8LjDxRVh4hN_Sc0523eMBvhL35xfB6o5mtr68,,"Aplikasi asuransi digital yg keren, maju terus tripa",Google Play,Tripa Smart,1
455,Dimas Agung Pratama,https://lh3.googleusercontent.com/a-/AOh14GhLdhlySnD6XHdjOYXNypplgRlRQaC4mIJ14VaUNA,5/31/2020 7:33,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOF1haIdlRGRlT_sKNNfLvsP2olu_ndw4skv1byxIgRn37usPGEKtSlErAPE3YWP5ZBa9p4SJE1sX_ciqDc,,UI nya bagus dan gampang buat dipahami. Mau Asuransi tinggal sekali klik... mantulll ðŸ‘ðŸ‘,Google Play,Tripa Smart,1
456,Vera Setiawan,https://lh3.googleusercontent.com/a-/AOh14GjLFUS0D24tRpo6B_2_BsO9jApnMUJQ_Yj20hBPNg,5/31/2020 7:32,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFihQpAr4svS2ha4Xid2UBH6Ge_cOtmdZ-2_cUZ-s_RP-yimSQWzckjLT-cImrkERlTkYZdPHPlc7GURek,,Semoga Tripa tambah sukses yaaðŸ‘ðŸ‘ðŸ‘ðŸ¤—,Google Play,Tripa Smart,1
457,Valentino Tegar Erlano,https://lh3.googleusercontent.com/a-/AOh14Gg3vLzZVSZGT4ZnB32YIaf7pyCnYUEdISw-T54k8g,5/31/2020 7:30,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFLmVnOOFVS7_-Z61DYBJZt6R4AjpcBwPH4jfJPh8yHtmx_tfyjY-Yo0Vf8rg5WBPhmx_3_SwLLx7Pe6kE,,"Aplikasinya mantap, tanpa perlu datang. Sukses slalu tripa ðŸ‘",Google Play,Tripa Smart,1
458,Mutiara Aulia,https://lh3.googleusercontent.com/a-/AOh14GiSyOrUJg2Cu_hZ0gCoKHmSzlAiMZ1mcQAXLfsT,5/31/2020 7:30,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOExuXg3BBNXIMq1BwM10IU4E8NBXkv07XYWh2MifZWu5rlOu1OuA2TZ6PLS9rAyZK4cefbqGmd-LD1LGoc,,Masyaallah aplikasi yang sangat berguna,Google Play,Tripa Smart,1
459,Pratiwi Latief,https://lh3.googleusercontent.com/a-/AOh14Gg2bC4wju_cBQAAaKg6Q3fHnaNB0lm-OxBHnLx9,5/31/2020 7:26,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGMLt0L1jh2e5K9s71LbQhC5AilmoPF8C-y3q78pi_oKx6E0rxA7uv6o0bfi4jiVS66K4ZeBfA8RUOAFVY,,MaasyaaAllah aplikasinya kerenðŸ¤©ðŸ¤©ðŸ¤©,Google Play,Tripa Smart,1
460,andrian salim,https://lh3.googleusercontent.com/a-/AOh14GiTKxNmd1ZMF5CVh_kDfza0Z1NjWmLYA5yA0RK5Lg,5/31/2020 7:25,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOG6ijZ7rQqvWOeqywQcvpBpMduvPhIO7-B-ppIDT6L00sI6QMj-ubfDpD3Ti_andM-Xwg6fbfF0PdJk8Qs,,"Keren bgt aplikasinya, sangat membantu untuk mempercepat penutupan asuransi, nice aplikasi",Google Play,Tripa Smart,1
461,Dwi Maryati,https://lh3.googleusercontent.com/-8hanwmQ5FyU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck8zgykrg4OOG16wyZ56_2RFAuh7A/photo.jpg,5/31/2020 7:24,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFSWgfKtJK2RfQCelTL64_nnoTOV-ap-0JOigjQ0KTClNLfVgKdKO68OPQUZ_c9vU8LrWftESb4lJz7kL4,,Tripa semakin maju,Google Play,Tripa Smart,1
462,Adi Yogha,https://lh3.googleusercontent.com/-5VZI9QYokCM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclhgDUedVaesLcjx_63xRKS2X-_gA/photo.jpg,5/31/2020 7:23,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOG27SNn-zrUo5nzKi-slG5FvCem3EnC2Qzmpu98_rV5mQJp2LOIHJBVmassKYNdKB2UnIRiB_qqeRgrefM,,"Solusi Terbaik di masa krisis, berinovasi terus menerus, mantaap",Google Play,Tripa Smart,1
463,azzahra putri,https://lh3.googleusercontent.com/a-/AOh14GhtPlVDIM5tkkVJFlhIg9xZCRGgAXH8lWp8JW39IQ,5/31/2020 7:22,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFNbwucLHf9qtSbP6k_ha3Mmp0-E1uDpQ1KLAU63GgnNm6r39RXREShanUj5YFOO-yz-rBwWL4ylzu5k_0,,Bagus bangetðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»,Google Play,Tripa Smart,1
464,Iin Triwahyudi,https://lh3.googleusercontent.com/-AoeAv4EFFWQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck5n8-oXtPWQMvRyq_peAQxRPLeJA/photo.jpg,5/31/2020 7:22,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOHyGde5Z4zeCY8F3JE2KRf2kNXWhDOUq1piVlIrkGxgegF3vktxH6BTZIhbQ3evSUNAHkvGIkfF-GewFSE,,Aplikasinya OKE n sanggat membantu.thanks Tripa,Google Play,Tripa Smart,1
465,Nina Ristika,https://lh3.googleusercontent.com/a-/AOh14GgiTNkNui2c0MgZVcTNVxPzyeP-Doq2qrpvvSqX3Q,5/31/2020 7:16,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGIIQleouYPcFBbo9btSY59d_5d4Y2QORFpMQHe3qd3oezGK8SJ3kPiSjFDW9n2TmCruWA3mYnZLbJ4cy0,,"Terobosan baru nih, asuransi digital...sangat membantu kaum awam, ðŸ‘ðŸ‘",Google Play,Tripa Smart,1
466,fina salsabella,https://lh3.googleusercontent.com/a-/AOh14GglpUO7UF6Cb2zcyTVvGa3iFTUh6GgHPwbd4z_iXP0,5/31/2020 7:16,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGgMTmu5TRsRytvoFegxBjNXsMfsHBlAkqMnO4oOnzXNxb2MwLBxS_fWQS6s52HWyS46erUeSBpPXi5GVE,,Semakin mudah ber asuransi..Tripa TOP bangget,Google Play,Tripa Smart,1
467,The Son Kurniawan,https://lh3.googleusercontent.com/a-/AOh14Gg0ki7wFlW4TMG0sbs6Jy20BTcbSIHpldWxaKqp7A,5/31/2020 7:12,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGJYTavT5Hw9aXt76T1dPI7WYXs0gHOsfJg4SmrPHX-grgTlDgHrEaW4h0PL_wJaEUIML4B8oPZGzE7DbA,,Smart Aplikasi yang mempermudah Nasabah.. Good Job PT Tripakarta..,Google Play,Tripa Smart,1
468,Yusup Hambali,https://lh3.googleusercontent.com/a-/AOh14Gjxz9eDfc6yFaVuJfxMLrreDXLxGqogDBI9Ypzi1A,5/31/2020 7:12,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOF95pU4EcISlo8ai5ZKa0wuF3QkBgydQ7c8FvmlHhLv-IVodV528ZadpI-DVeIP88rZx-2h3LfpCTXo5tA,,Tripa gue banget ðŸ‘,Google Play,Tripa Smart,1
469,Yudis Pratama,https://lh3.googleusercontent.com/a-/AOh14GhAFIMLRO0h-6Vfq3nYGW5GyQySeubPN_OYatwz,5/31/2020 7:12,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFjPE2-dk85qhWamlA0N9qBhpaHq-MauvGfdauYhe9kEYJEjlWSaT3BQ8OHGi_2gdIxGqQHamX4ejcTURQ,,"Mantabs,, semakain exis terus",Google Play,Tripa Smart,1
470,Alqosiimy Taslim,https://lh3.googleusercontent.com/-v5bYFai-9xM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckV5JTjd5vi-mFqYswNpesRJ3SouQ/photo.jpg,5/31/2020 7:09,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOEjXtJE62kNcVRYSB99HS1At9e8PxGdvcmoIlJP_OJkxzgf1uExpXa7jLuExnUxLRppD2MtdLlvYrLC4GI,,Kerenn dan sangat membantu...,Google Play,Tripa Smart,1
471,Dewayu Andari,https://lh3.googleusercontent.com/a-/AOh14GhfmOXy8lW8DGWSAcyqLgK_LNAxPjB8azTUTbYlHw,5/31/2020 7:06,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFlhYyOXEjUUlIWSeIsYgtLp1ovmOQCjCLs6hKGefJXFc44k1S6F07oFMgqpuTmkaRdvaJ8zIrFka2PqVQ,,Mantap.. ðŸ‘maju terus Tripakarta,Google Play,Tripa Smart,1
472,Jasmine Ummu Fachrany,https://lh3.googleusercontent.com/-SOjyUSSZgz0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn4dvPzvEvsvfM5cdqD8aDDd72MTA/photo.jpg,5/31/2020 7:04,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGmjsvyasORRUEH--DFJlDzC2yWgwLaZluXv2y1KhjJPYrVDx4Rr7MiPnF77wmQRkDBONdRERFbAdOfWgE,,Tripasemakin mantab,Google Play,Tripa Smart,1
473,philmarch 3,https://lh3.googleusercontent.com/a-/AOh14Gi2BiXEpar7C9Nh3wmwK94QAqc5pDPdedK8T6vV,5/31/2020 7:03,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOEbo5Rs4489x7hT4mOtxP7PnMONBm9PSYe7vquiJ_Ef3L3J5iML2vOYUvABJTh4lshvUuUfmAND5CY-pUc,,Nicee....aplikasi yang sangat bermaanfaa,Google Play,Tripa Smart,1
474,Billa psikologi,https://lh3.googleusercontent.com/a-/AOh14Gjn7JTPqnvngcqvPugeTp9DeDyUJHw-64bycz5Q,5/31/2020 7:00,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFK-zzhgGSNj6FROYRYLZ8uGUdXZXhYSQQPphxP2jJwFNUHOeMarXrwCO5aoC69DhlqLHfo7K9WZViT04o,,Usefull,Google Play,Tripa Smart,1
475,Mohammad Tarmizi,https://lh3.googleusercontent.com/-QwzPdgQy7bs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm-feUt2m4BgXJj0swXM0p8jwbdhA/photo.jpg,5/31/2020 6:59,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFbVPlqFisOI9F2ZVhuuhn97UiD0tz2LxYc9UJtKeOoAHxUXEqoQG7WTNMypS8XxzDnVCsfgDp_w1wnNRI,,Mantap Tripakarta. Keren banget. Maju Terusss Tripakarta Asuransi,Google Play,Tripa Smart,1
476,Teddy Abeng,https://lh3.googleusercontent.com/-38fcdtkT9zw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnRwsd65Xs0x5h_EmJiV-B0CeYC5w/photo.jpg,5/31/2020 6:58,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOHyFqRJeIeK5vFyA5DCoKdkEJ6zYwzuuPf5GEkGgksp7FiRlMVuu7QeeOpPArS-DIR-MNMn1GmdybqDf9w,,App yg bagus ðŸ‘ðŸ‘,Google Play,Tripa Smart,1
477,Meisya Meimei,https://lh3.googleusercontent.com/-8CCo00zfYOc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmmSq_l7D1wSuWNnusyC4TYF4hrgg/photo.jpg,5/31/2020 6:57,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOEIcYmzCrU62AWduICAfoEngFkeNiIrgdtJTqZrHrm8zI9v1V_uWzsPD9RbJvqs-osBiasWpbDuxj0qk-A,,Sebuah terobosan baru dari Tripakarta untuk memperkenalkan asuransi melalui dunia digital. Bersama Tripa Menjadi Pasti,Google Play,Tripa Smart,1
478,Judi Santoso,https://lh3.googleusercontent.com/-E9-KoJSpeH8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclx0pGQhiLrtvoLYUsP6nJZuQATmg/photo.jpg,5/31/2020 6:53,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOEKNyChKRANcuvhrg593_ATRpmlQs6EKZuskrXo-P6QeFD-kHWMMC02X7hPONEJeq3zj5vKqJ410FOPXBo,,Tripa manstap,Google Play,Tripa Smart,1
479,Sabam Sihotang,https://lh3.googleusercontent.com/-h_RLFUBx87c/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnwqzbzsgjoxM8kyZBxaZ8KHB0DEQ/photo.jpg,5/31/2020 6:49,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOEk-WN1BybBWFt8T9g21WJ2_HaqVFKXr719506BU9O3-7vskzVbMAdGdXAz--yNYESevxWnRg9bBvuOUTg,,"Selalu berinovasi disetiap era baru, TRIPA SMART.",Google Play,Tripa Smart,1
480,Elly Magdalena Silangen,https://lh3.googleusercontent.com/-1aqTJ2QjEl0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckpTbzsRMFBULDYByQiKGEBj5cpgQ/photo.jpg,5/31/2020 6:45,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGIb-R3aZPejWyHc8SSrFrLt7u0Oj7j1TljDUyw5hIQK2vwQduKhmGBwUr_JgDscLvZeYfcjZ4OpqQdvDg,,Tripa semakin di depan,Google Play,Tripa Smart,1
481,krisandy 1,https://lh3.googleusercontent.com/a-/AOh14GjY9ezSsRi5PouRRJEmigsqnXGcU8eq0T0ElUEI,5/31/2020 6:43,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFwgUymAGuuTeToo_xiP9Vj4yy0bf4mpoY_aqOrYD3nGL3MO14sWFdq7PuMl5o1LK0RWQJkDSsIQcg_9lc,,Memudahkan dalam mencari informasi asuransi,Google Play,Tripa Smart,1
482,Ferdy Abdillah,https://lh3.googleusercontent.com/a-/AOh14GjTxAx3-akuHraqr2aU0wG8D9alXPjHViOG9TPW,5/31/2020 6:40,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOG2f68eKtrKgHsrMmUsMytqOC02OLLd_4UiharAit9aQsTLDl2gZBS2z9lHL28q_ase9mLZPDAhwLRsA8k,,Mantab aplikasinya asuransi jadi mudah ðŸ‘ðŸ‘,Google Play,Tripa Smart,1
483,Sutrisno Wiwoho,https://lh3.googleusercontent.com/-o5CnAiwm2k4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckUALKwISTVbZMozG7pEkxPXI19EA/photo.jpg,5/31/2020 6:38,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGmBn3ig_kWWt4Rzh69eVvEIStY6ZcUMCsz92-GYRiqsFLJGrf2BkGxoZIBMZNTCdUmpqc1CQbG0i5dQSg,,Top Banget ðŸ‘,Google Play,Tripa Smart,1
484,Fitrah Ramadhan,https://lh3.googleusercontent.com/-9UQUqU-h9zU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckoZmKN76idZaGVuVQ6j_djKWAe6Q/photo.jpg,5/31/2020 6:35,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGc-4L41-Y90aXmm4eXYAFw7lcyCZhk9kojXppOR6p8PKhr5hWiW5AkDK8dEXqL7Nx19BqqPqX8EipI230,,Keren digital applikasi asuransi yang millenial bangets,Google Play,Tripa Smart,1
485,Muhammad Fikri,https://lh3.googleusercontent.com/a-/AOh14GiRo6kRnWMiELb225ypZ372E-DhdK-fmWMsnGRS,5/31/2020 6:27,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOEmhB8XaY8fCixbDxywOQE2T19Laq8alI8-AQnSo78U7HeJQkMZaX_m6erx4QuQRpedS31CjPbPVD1N6_Y,,"bagus, aplikasi sangat membantu ðŸ‘",Google Play,Tripa Smart,1
486,Nita Adawiyah,https://lh3.googleusercontent.com/-JWyXLqxct9I/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck6YHajtmF3TU60PKW-Va5Q6fr6aQ/photo.jpg,5/31/2020 6:23,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGPqP5yxrnlXts2YeI4DX2TZIdhtHADmkGbbU7OdzW3plhm46CwjGVTu2MgCvCMe-VDDfmH86UzaorgIcQ,,Aplikasi mudah di gunakan untuk proses asuransi,Google Play,Tripa Smart,1
487,Sintia Lumowa,https://lh3.googleusercontent.com/a-/AOh14Gj_jiCf4Mdo9thSe3A_SBgJjze_0iy3Zyq_IpSxJCY,5/31/2020 6:22,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFwL3qw6Tp-Z1mRFsNGRahZtiPguoeJZ_94Y5xueRgg5Ab9p0JJZ6a9eIm8rDGRF9WJjavOO3HmpAU2KNc,,Keren ðŸ‘ Aplikasi nya mudah di gunakan..,Google Play,Tripa Smart,1
488,Sudarwanto Ganang,https://lh3.googleusercontent.com/-hPwU3A380uA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnIvsqRaQMHBBiV2UQXVn-MyWt15A/photo.jpg,5/31/2020 6:17,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOG5NblzZZMbjWwzct_q7PIBq9uuifMMPbc4LNVGzfvGMTwNnmajtBj5MF-n-xVcmTovlxp76VRRmiTizBo,,Aplikasi yang memudahkan untuk semua tertanggung dan calon tertanggung,Google Play,Tripa Smart,1
489,Didik Yudi,https://lh3.googleusercontent.com/-iX4ApqVP1Ig/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucksSRRBCh4B-9EXeOPJ-ijZf_b-LQ/photo.jpg,5/31/2020 6:16,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGU6WGPS7IV76YKaX0t2AZ_X1OuB6euHB-NHWM_6viEMS1p04wC-F1XHq6RMANn62cVtgdepB0qQ8yI7v0,,Sangat membantu dalam bisnis asuransi dalam kondisi New Normal,Google Play,Tripa Smart,1
490,Feni Tratamaputri,https://lh3.googleusercontent.com/-IyR3KnOaj98/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmrZqdDeYYhWLOisMby7XlZxqUDKg/photo.jpg,5/31/2020 6:15,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOHKsGSlgtzKVpl47OsFrlJOmqmztBTYotF7aHVs2Bl8krRJFQiSy748HW_NB0hJvWek_5r8wDFgXmJl1Jk,,God job...,Google Play,Tripa Smart,1
491,ainul syafwan,https://lh3.googleusercontent.com/-g6yA6CMCGOE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmmtAlLB3Oe6E7Xl_bMMYOCPUBktA/photo.jpg,5/31/2020 6:14,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOHQlU3r_C7yfV6SDn1YonxZUxhcdo98SM4j0PM5BNncp6uSGi1A43295cm77x_vZZXlBkkBi0b7GgLdHbw,,Nice application ..ðŸ‘ðŸ‘,Google Play,Tripa Smart,1
492,Ssiska Dian,https://lh3.googleusercontent.com/-sKM7uw6SH4M/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucli_iJiYxwP5Qj9bHl-eR7WoU0Icg/photo.jpg,5/31/2020 5:51,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGfRYmK3mN1TbnEEySF1r2AX1jDpZfKMlrQ9lT2CCjXrJLxQE9KqVFZaIb5Bnq32E2Hr7dVh20b_kbu9BI,,"Ardian winanda : Aplikasinya user friendly, mudah digunakan pengguna smartphone dan yang pasti aplikasi ini membuat saya terbantu untuk memantau polis dan klaim secara digital... ðŸ‘ŒðŸ‘",Google Play,Tripa Smart,1
493,Fatria Ahmad,https://lh3.googleusercontent.com/-WgUGf3Bc6Aw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnF2A6SDNGfRSU2O89X7tS5w0Dzqg/photo.jpg,5/31/2020 5:39,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFbm2EBlgO_4YfrmWJyXXE4XAzsLbze2NW0sUN375nOCLGY11tISxsDJ0b0hkWyo3huT9fAcvuHB3xVHMY,,Aplikasi bagus sangat membantu,Google Play,Tripa Smart,1
494,Shabir Tripa,https://lh3.googleusercontent.com/-koLcZP1P2eU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucneurEVtYbPrUrY7vis9H0lr35ZvQ/photo.jpg,5/31/2020 5:38,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOEgJEWcTLFZTA-aW-gANeDA8dfhCuxcYtptkPa646iR06hbbTBDroyk19PYByDhfLRgOaZXslIG9pz5c_o,,"Aplikasinya keren, mantap, cepat dan mudah serta bisa di akses dimana pun, memang Tripa memberikan yang terbaik.",Google Play,Tripa Smart,1
495,Anella Feronika,https://lh3.googleusercontent.com/-ABGwb2_o4mw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnQswtDmC8g-sMp9WPWTsPKiw_j2A/photo.jpg,5/31/2020 5:25,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOHCaNOEOzNzSiwRq4tV0Wr47kCbNT8JokOZTGd9FMOIIKyRU7lihlsz0fVd1ClBxmBwLSW1oWpvGl-4rjk,,Rancak bana,Google Play,Tripa Smart,1
496,Sidik Purnomo,https://lh3.googleusercontent.com/-F2S2XiaYpxg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl5474NGHHEWLueSqxsheKrrl9kqQ/photo.jpg,5/31/2020 5:23,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOHq84QDk4TrGxdS8EnoMMkX4dSkVDIheCf67gIXs5lS-R_v1mSK59a1UL6sc3gN1-0_mzFwFgQBYxztZn0,,"ðŸ˜€ðŸ‘ maju terus Tri Pakarta, semakin menjadi LEBIH BAIK",Google Play,Tripa Smart,1
497,nunu sanrang,https://lh3.googleusercontent.com/-86frMegVwAc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclHVbvtVYrTT-Hc3MxLG-uKNHYMnw/photo.jpg,5/31/2020 5:21,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGku7GVjOWgs2-G1noLnh8ri5uzlhUuiQTvJgtOLFRcuUVKvam3n-yqbTBze8oldroCD0y-Q6q-bX_2E1w,,TRIPA recommended banget ðŸ‘,Google Play,Tripa Smart,1
498,yandri fachdi,https://lh3.googleusercontent.com/a-/AOh14GgXAIbvoeYwurh25gMIgEnuxdJfFdrjPBuKOyoSkQ,5/31/2020 5:19,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGzvibCwQo7ggE0Bh4pO8Vx-qpwpbM1dROPxrjOIPlwxwZ0puVNEBs8tyqX614uwJQXXdcanv1U8VMdP2E,,"Mantaps.., sangat membantu..",Google Play,Tripa Smart,1
499,Radit Wei,https://lh3.googleusercontent.com/a-/AOh14GjiAdWV6cG0EW3yphNbdKhr72glZrriRLYDP8Hf,5/31/2020 5:16,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGdi5ZJRKmlAka1cbXrPuIaz3H0-IJtq7k-RVdTkRegSkkvbNB8O075NtPzlBPQapERwmHgCm_MujrWiuo,,Solusi cerdas berasuransi by TripakartaðŸ‘,Google Play,Tripa Smart,1
500,Adyt Pangestu,https://lh3.googleusercontent.com/-Spc9WV8L5bg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnKqauEG-gYVqzfrl_GPEHLAp5Bew/photo.jpg,5/31/2020 5:13,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOGGJRBF11cWJmxwNpqqthpvEDPM3xh1Hwtpp3-i6aUKmbv4VPKjOHy9ECFTNDmU9Lh52FRXAiQ-znI4fec,,Good app,Google Play,Tripa Smart,1
501,wahyu Gunadi,https://lh3.googleusercontent.com/a-/AOh14GhCmaPXIWd2NnWCRoqLuWC0HrpSgxgdQQsasdEF,5/31/2020 5:11,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFyZqySHp2RpnjQGmuct33wyFxv1WfeT5o9VnsVhC3-tdFEd_DPEUp8utW5DlTIPGBwQFVIZhSaBooSfM0,,Sangat membantu dalam melayani kami sebagai nasabah,Google Play,Tripa Smart,1
502,ninit aligumay,https://lh3.googleusercontent.com/a-/AOh14GhbrcHQ54Sxj6yV8efo23mjCQFX14-Ma_3pndpA,5/31/2020 5:09,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOEQ5RNG9VWPjPvZMJnvQPhtScEXUu4IlEuTf74qFwcRGQBvsWlAtSB0ewFHMzNqedO6OQMtyrKFJdTPcSI,,"Nice apps, sukses tripa ðŸ‘",Google Play,Tripa Smart,1
503,perdana putra,https://lh3.googleusercontent.com/a-/AOh14Ghta009d6cPBmoAGSx8zsrXO9DYaQLaXnhl8wCz,5/31/2020 5:07,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOHwVftUefqSxXoS6UM8JaH-3ZN8Hl2e5B8qUuOcOjBjVJRZIryikaNrWT-hdKc7sWCmkgd1x0X2fbpJd00,,Super sekali,Google Play,Tripa Smart,1
504,Agung Heru Mulyanto,https://lh3.googleusercontent.com/a-/AOh14GgXt52IyZSNw5KbLErZX1Sisg9ILYJL37XiXL1w,5/31/2020 5:06,5,5,https://play.google.com/apps/publish?#ReviewDetailsPlace:p=com.tripa&reviewid=gp:AOqpTOFfE8ZqisW82gZddZFdp8qEmt0ouYSCXLAjAAYETPagPPRuy1CadKqfeJQPUFWFab8Au7noea7dxluxvAk,,Very helpfull...success for TRIPA,Google Play,Tripa Smart,1
